Team,Game ID,Win/Lose,Player_1,Player_2,Player_3,Player_4,Player_5,Role_1,Role_2,Role_3,Role_4,Role_5,Level_1,Level_2,Level_3,Level_4,Level_5,Kills_1,Kills_2,Kills_3,Kills_4,Kills_5,Deaths_1,Deaths_2,Deaths_3,Deaths_4,Deaths_5,Assists_1,Assists_2,Assists_3,Assists_4,Assists_5,KDA_1,KDA_2,KDA_3,KDA_4,KDA_5,CS_1,CS_2,CS_3,CS_4,CS_5,CS in Team's Jungle_1,CS in Team's Jungle_2,CS in Team's Jungle_3,CS in Team's Jungle_4,CS in Team's Jungle_5,CS in Enemy Jungle_1,CS in Enemy Jungle_2,CS in Enemy Jungle_3,CS in Enemy Jungle_4,CS in Enemy Jungle_5,CSM_1,CSM_2,CSM_3,CSM_4,CSM_5,Golds_1,Golds_2,Golds_3,Golds_4,Golds_5,GPM_1,GPM_2,GPM_3,GPM_4,GPM_5,GOLD%_1,GOLD%_2,GOLD%_3,GOLD%_4,GOLD%_5,Vision Score_1,Vision Score_2,Vision Score_3,Vision Score_4,Vision Score_5,Wards placed_1,Wards placed_2,Wards placed_3,Wards placed_4,Wards placed_5,Wards destroyed_1,Wards destroyed_2,Wards destroyed_3,Wards destroyed_4,Wards destroyed_5,Control Wards Purchased_1,Control Wards Purchased_2,Control Wards Purchased_3,Control Wards Purchased_4,Control Wards Purchased_5,Detector Wards Placed_1,Detector Wards Placed_2,Detector Wards Placed_3,Detector Wards Placed_4,Detector Wards Placed_5,VSPM_1,VSPM_2,VSPM_3,VSPM_4,VSPM_5,WPM_1,WPM_2,WPM_3,WPM_4,WPM_5,VWPM_1,VWPM_2,VWPM_3,VWPM_4,VWPM_5,WCPM_1,WCPM_2,WCPM_3,WCPM_4,WCPM_5,VS%_1,VS%_2,VS%_3,VS%_4,VS%_5,Total damage to Champion_1,Total damage to Champion_2,Total damage to Champion_3,Total damage to Champion_4,Total damage to Champion_5,Physical Damage_1,Physical Damage_2,Physical Damage_3,Physical Damage_4,Physical Damage_5,Magic Damage_1,Magic Damage_2,Magic Damage_3,Magic Damage_4,Magic Damage_5,True Damage_1,True Damage_2,True Damage_3,True Damage_4,True Damage_5,DPM_1,DPM_2,DPM_3,DPM_4,DPM_5,DMG%_1,DMG%_2,DMG%_3,DMG%_4,DMG%_5,K+A Per Minute_1,K+A Per Minute_2,K+A Per Minute_3,K+A Per Minute_4,K+A Per Minute_5,KP%_1,KP%_2,KP%_3,KP%_4,KP%_5,Solo kills_1,Solo kills_2,Solo kills_3,Solo kills_4,Solo kills_5,Double kills_1,Double kills_2,Double kills_3,Double kills_4,Double kills_5,Triple kills_1,Triple kills_2,Triple kills_3,Triple kills_4,Triple kills_5,Quadra kills_1,Quadra kills_2,Quadra kills_3,Quadra kills_4,Quadra kills_5,Penta kills_1,Penta kills_2,Penta kills_3,Penta kills_4,Penta kills_5,GD@15_1,GD@15_2,GD@15_3,GD@15_4,GD@15_5,CSD@15_1,CSD@15_2,CSD@15_3,CSD@15_4,CSD@15_5,XPD@15_1,XPD@15_2,XPD@15_3,XPD@15_4,XPD@15_5,LVLD@15_1,LVLD@15_2,LVLD@15_3,LVLD@15_4,LVLD@15_5,Objectives Stolen_1,Objectives Stolen_2,Objectives Stolen_3,Objectives Stolen_4,Objectives Stolen_5,Damage dealt to turrets_1,Damage dealt to turrets_2,Damage dealt to turrets_3,Damage dealt to turrets_4,Damage dealt to turrets_5,Damage dealt to buildings_1,Damage dealt to buildings_2,Damage dealt to buildings_3,Damage dealt to buildings_4,Damage dealt to buildings_5,Total heal_1,Total heal_2,Total heal_3,Total heal_4,Total heal_5,Total Heals On Teammates_1,Total Heals On Teammates_2,Total Heals On Teammates_3,Total Heals On Teammates_4,Total Heals On Teammates_5,Damage self mitigated_1,Damage self mitigated_2,Damage self mitigated_3,Damage self mitigated_4,Damage self mitigated_5,Total Damage Shielded On Teammates_1,Total Damage Shielded On Teammates_2,Total Damage Shielded On Teammates_3,Total Damage Shielded On Teammates_4,Total Damage Shielded On Teammates_5,Time ccing others_1,Time ccing others_2,Time ccing others_3,Time ccing others_4,Time ccing others_5,Total Time CC Dealt_1,Total Time CC Dealt_2,Total Time CC Dealt_3,Total Time CC Dealt_4,Total Time CC Dealt_5,Total damage taken_1,Total damage taken_2,Total damage taken_3,Total damage taken_4,Total damage taken_5,Total Time Spent Dead_1,Total Time Spent Dead_2,Total Time Spent Dead_3,Total Time Spent Dead_4,Total Time Spent Dead_5,Consumables purchased_1,Consumables purchased_2,Consumables purchased_3,Consumables purchased_4,Consumables purchased_5,Items Purchased_1,Items Purchased_2,Items Purchased_3,Items Purchased_4,Items Purchased_5,Shutdown bounty collected_1,Shutdown bounty collected_2,Shutdown bounty collected_3,Shutdown bounty collected_4,Shutdown bounty collected_5,Shutdown bounty lost_1,Shutdown bounty lost_2,Shutdown bounty lost_3,Shutdown bounty lost_4,Shutdown bounty lost_5
Top Esports,44356,LOSS,Wayward,Tian,Knight,JackeyLove,Mark,TOP,JUNGLE,MID,ADC,SUPPORT,16,13,17,14,12,0,0,3,2,1,7,3,1,4,3,2,3,3,1,4,0.3,1,6,0.8,1.7,286,139,298,309,36,29,106,15,27,0,,,,,,8.5,4.1,8.9,9.2,1.1,11452,8523,13148,14010,7227,341,254,391,417,215,21.1%,15.7%,24.2%,25.8%,13.3%,42,48,26,42,99,12,15,8,12,55,7,16,5,18,10,8,17,4,4,15,7,15,3,4,13,1.25,1.43,0.77,1.25,2.94,0.36,0.45,0.24,0.36,1.64,0.24,0.51,0.12,0.12,0.45,0.21,0.48,0.15,0.54,0.3,16.3%,18.7%,10.1%,16.3%,38.5%,10701,3931,22729,16145,3645,9303,1676,636,11022,917,1398,1569,22093,4921,2056,0,686,0,202,672,318,117,676,480,108,18.7%,6.9%,39.8%,28.2%,6.4%,0.06,0.09,0.18,0.09,0.15,33.3%,50%,100%,50%,83.3%,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,-1049,676,599,373,12,5,-5,10,2,298,-149,-174,-150,543,0,-1,0,0,1,0,0,0,0,0,5621,1609,2849,6728,0,5621,1609,2849,6728,0,3166,12235,1451,641,1907,0,0,0,0,0,22594,26113,9172,8659,21034,0,0,0,0,0,19,21,11,27,33,468,1075,273,304,109,25761,25431,12171,12065,17186,215,78,41,88,66,11,17,6,7,17,31,34,22,26,31,,,,,,,,,,
Royal Never Give Up,44358,WIN,Breathe,Wei,xiaohu,GALA,Ming,TOP,JUNGLE,MID,ADC,SUPPORT,16,14,16,15,12,2,1,4,9,1,1,0,0,0,3,7,12,5,5,11,9,Perfect KDA,Perfect KDA,Perfect KDA,4,236,189,249,282,28,24,140,16,20,0,,,,,,8.8,7,9.2,10.5,1,11967,10661,11189,14361,6706,444,396,415,533,249,21.8%,19.4%,20.4%,26.2%,12.2%,19,135,21,20,63,12,46,5,8,43,4,37,6,6,3,3,7,3,3,15,3,7,3,2,13,0.71,5.01,0.78,0.74,2.34,0.45,1.71,0.19,0.3,1.6,0.11,0.26,0.11,0.11,0.56,0.15,1.37,0.22,0.22,0.11,7.4%,52.3%,8.1%,7.8%,24.4%,8084,6221,8476,16794,3014,5542,5466,243,10962,114,2102,414,7812,3358,2370,440,341,421,2474,530,300,231,315,624,112,19%,14.6%,19.9%,39.4%,7.1%,0.33,0.48,0.33,0.52,0.45,52.9%,76.5%,52.9%,82.4%,70.6%,,,,,,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-667,-729,212,0,-302,-24,3,-1,10,-7,-485,293,-33,486,-218,0,0,0,0,0,0,0,0,0,0,6567,1997,2249,9279,0,6567,1997,2249,9279,0,4008,8561,390,1497,560,0,0,0,0,0,18402,12681,7685,6203,9752,0,0,0,0,0,6,12,0,1,24,523,388,77,55,72,13146,13910,9717,6071,9809,21,0,0,0,40,3,7,3,5,17,21,26,19,24,31,,,,,,,,,,
Edward Gaming,44363,WIN,Flandre,Jiejie,Scout,Viper,meiko,TOP,JUNGLE,MID,ADC,SUPPORT,16,14,15,14,12,1,2,6,8,2,0,0,0,0,1,8,10,5,5,15,Perfect KDA,Perfect KDA,Perfect KDA,Perfect KDA,17,258,162,232,277,34,20,144,19,38,0,,,,,,9.9,6.2,8.9,10.6,1.3,12323,9872,11405,13168,7626,472,378,437,504,292,22.7%,18.1%,21%,24.2%,14%,30,39,12,34,76,8,6,6,14,35,8,10,2,10,12,5,5,5,6,11,4,4,4,6,11,1.15,1.49,0.46,1.3,2.91,0.31,0.23,0.23,0.54,1.34,0.19,0.19,0.19,0.23,0.42,0.31,0.38,0.08,0.38,0.46,15.7%,20.4%,6.3%,17.8%,39.8%,15147,13261,14718,19672,3929,10230,456,842,16942,266,2034,12329,13752,1993,3147,2883,476,124,737,516,580,508,564,753,150,22.7%,19.9%,22.1%,29.5%,5.9%,0.34,0.46,0.42,0.5,0.65,47.4%,63.2%,57.9%,68.4%,89.5%,,,1,,,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,878,853,915,826,9,15,18,5,10,-29,333,585,106,206,0,0,0,0,0,0,0,0,0,0,10011,436,2530,7594,567,10011,436,2530,7594,567,10505,11750,4205,1158,530,0,0,0,0,0,18363,11012,10688,7427,3383,0,0,0,0,1138,5,39,1,19,20,115,587,75,198,108,18944,17701,18177,5824,5578,0,0,0,0,31,6,5,7,9,13,26,21,23,25,27,,,,,,,,,,
Edward Gaming,44364,WIN,Flandre,Jiejie,Scout,Viper,meiko,TOP,JUNGLE,MID,ADC,SUPPORT,18,15,16,16,13,4,7,3,3,1,0,0,0,1,1,6,10,5,14,15,Perfect KDA,Perfect KDA,Perfect KDA,17,16,299,181,249,298,42,18,153,17,18,0,,,,,,10.1,6.1,8.4,10,1.4,13382,12470,11901,15053,8743,451,420,401,507,295,21.7%,20.3%,19.3%,24.5%,14.2%,34,50,18,29,91,8,7,9,15,40,10,15,1,5,11,4,7,7,5,12,3,7,7,5,12,1.15,1.68,0.61,0.98,3.07,0.27,0.24,0.3,0.51,1.35,0.13,0.24,0.24,0.17,0.4,0.34,0.51,0.03,0.17,0.37,15.3%,22.5%,8.1%,13.1%,41%,11499,8957,9541,19603,4798,7566,4401,760,15381,407,1906,4180,8781,1402,3423,2027,376,0,2820,968,387,302,321,660,162,21.1%,16.5%,17.5%,36%,8.8%,0.34,0.57,0.27,0.57,0.54,55.6%,94.4%,44.4%,94.4%,88.9%,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-236,1577,71,716,890,-6,19,-17,-16,3,-561,987,-580,-93,730,0,1,0,0,1,0,0,0,0,0,8790,417,3088,9418,617,8790,417,3088,9418,617,10933,10554,1646,1819,1655,3503,605,0,820,0,18252,28865,10546,5269,13179,0,0,0,0,2173,6,21,1,20,25,172,321,90,110,122,20862,24478,16118,10061,14370,0,0,0,10,34,5,7,8,9,14,24,21,23,26,29,,,,,,,,,,
Edward Gaming,44366,LOSS,Flandre,Jiejie,Scout,Viper,meiko,TOP,JUNGLE,MID,ADC,SUPPORT,13,13,14,13,12,1,1,3,2,1,7,4,6,4,3,2,6,4,2,6,0.4,1.8,1.2,1,2.3,181,189,201,266,30,4,132,8,20,0,,,,,,6.4,6.7,7.1,9.4,1.1,8359,10379,10261,10926,6449,296,368,363,387,228,18%,22.4%,22.1%,23.6%,13.9%,6,118,25,40,68,3,45,5,15,44,1,31,7,14,7,2,5,3,7,14,0,5,3,6,12,0.21,4.18,0.89,1.42,2.41,0.11,1.59,0.18,0.53,1.56,0.07,0.18,0.11,0.25,0.5,0.04,1.1,0.25,0.5,0.25,2.3%,45.9%,9.7%,15.6%,26.5%,12495,17743,11783,13957,4354,1675,16597,775,12881,191,10820,636,10831,628,2977,0,510,177,448,1186,443,628,417,494,154,20.7%,29.4%,19.5%,23.1%,7.2%,0.11,0.25,0.25,0.14,0.25,37.5%,87.5%,87.5%,50%,87.5%,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2077,1596,-369,30,299,-39,14,-3,-19,15,-1889,690,-12,-386,-72,-1,1,0,0,0,0,0,0,0,0,257,1034,0,832,40,257,1034,0,832,40,5765,9545,703,1854,607,0,0,0,407,0,27735,17595,11585,11219,7373,0,0,0,0,1414,53,23,22,13,23,491,431,208,165,87,31482,24989,20537,12167,14175,232,119,225,144,98,4,6,4,10,16,24,22,20,26,28,,,,,,,,,,
JD Gaming,44368,WIN,369,Kanavi,Yagao,Hope,Missing,TOP,JUNGLE,MID,ADC,SUPPORT,15,15,15,15,12,5,4,2,4,2,3,1,0,0,2,2,5,6,5,10,2.3,9,Perfect KDA,Perfect KDA,6,224,225,216,267,11,12,178,24,16,0,,,,,,8.9,9,8.6,10.7,0.4,11692,12105,11154,13164,7783,466,483,445,525,310,20.9%,21.7%,20%,23.6%,13.9%,15,83,22,28,60,7,31,5,14,34,0,19,3,6,2,2,3,4,5,9,2,3,4,5,7,0.6,3.31,0.88,1.12,2.39,0.28,1.24,0.2,0.56,1.36,0.08,0.12,0.16,0.2,0.36,0,0.76,0.12,0.24,0.08,7.2%,39.9%,10.6%,13.5%,28.8%,23158,10060,15585,18180,7488,13882,7684,264,12824,697,2963,1542,14898,4876,6791,6313,834,423,480,0,924,401,622,725,299,31.1%,13.5%,20.9%,24.4%,10.1%,0.28,0.36,0.32,0.36,0.48,41.2%,52.9%,47.1%,52.9%,70.6%,2,,,,,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791,-416,943,2108,1221,44,12,-5,33,-5,823,-98,634,1497,804,1,-1,0,2,1,0,0,0,0,0,6443,3290,3425,11903,1900,6443,3290,3425,11903,1900,9670,7702,2128,691,8354,776,0,0,0,5684,19236,8157,11824,4583,4332,0,0,0,0,1349,10,14,20,0,24,126,380,374,47,146,25668,13624,12938,10503,8045,107,30,0,0,46,3,3,6,8,12,20,18,22,22,24,,,,,,,,,,
JD Gaming,44370,WIN,369,Kanavi,Yagao,Hope,Missing,TOP,JUNGLE,MID,ADC,SUPPORT,17,16,15,15,13,4,6,3,4,0,0,2,3,2,3,7,7,5,6,13,Perfect KDA,6.5,2.7,5,4.3,262,209,213,255,34,16,180,7,32,0,,,,,,9.3,7.4,7.6,9,1.2,14535,13067,11489,13354,7833,515,463,407,474,278,24.1%,21.7%,19.1%,22.2%,13%,23,66,16,31,57,12,25,3,13,35,5,22,9,10,6,3,5,2,4,10,3,4,2,4,9,0.82,2.34,0.57,1.1,2.02,0.43,0.89,0.11,0.46,1.24,0.11,0.18,0.07,0.14,0.35,0.18,0.78,0.32,0.35,0.21,11.9%,34.2%,8.3%,16.1%,29.5%,20129,22646,12418,14228,6350,18030,628,147,11559,827,2099,21333,12150,1390,3529,0,685,121,1279,1994,714,803,440,505,225,26.6%,29.9%,16.4%,18.8%,8.4%,0.39,0.46,0.28,0.35,0.46,64.7%,76.5%,47.1%,58.8%,76.5%,1,,,,,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,-133,314,-1626,-398,29,11,0,-3,-1,1275,-207,-177,-36,-788,1,-1,0,0,-1,0,0,0,0,0,6762,5443,5470,4931,2210,6762,5443,5470,4931,2210,12226,16360,1223,2099,746,0,3747,0,0,424,29562,12402,12758,6805,8614,0,0,0,0,3552,21,3,16,12,19,57,177,339,330,210,23694,21193,18770,10848,8751,0,57,116,18,34,4,5,3,6,12,20,20,23,23,24,,,,,,,,,,
JD Gaming,44372,LOSS,369,Kanavi,Yagao,Hope,Missing,TOP,JUNGLE,MID,ADC,SUPPORT,15,14,15,14,12,1,2,0,3,0,7,4,4,2,4,3,2,4,1,5,0.6,1,1,2,1.3,228,178,241,263,18,4,141,4,12,0,,,,,,7.8,6.1,8.3,9,0.6,10431,10357,9601,11872,6014,357,355,329,407,206,21.6%,21.5%,19.9%,24.6%,12.5%,19,33,20,20,53,8,15,7,14,38,7,12,12,10,14,4,10,3,7,11,4,10,3,4,10,0.65,1.13,0.69,0.69,1.82,0.27,0.51,0.24,0.48,1.3,0.14,0.34,0.1,0.24,0.38,0.24,0.41,0.41,0.34,0.48,13.1%,22.8%,13.8%,13.8%,36.6%,13604,8179,17671,14677,5538,2869,6665,380,8716,226,10735,1251,17291,5141,5312,0,263,0,820,0,466,280,606,503,190,22.8%,13.7%,29.6%,24.6%,9.3%,0.14,0.14,0.14,0.14,0.17,66.7%,66.7%,66.7%,66.7%,83.3%,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1022,-2226,-414,-489,-898,9,-42,-8,14,4,332,-1430,-349,-410,-44,1,-1,-1,-1,0,0,0,0,0,0,2940,402,0,0,0,2940,402,0,0,0,1858,9327,5658,504,9169,0,0,0,0,5486,11910,29691,21382,9198,6237,0,729,0,0,1601,15,10,25,1,16,58,486,363,27,181,19492,24158,29522,15500,14144,206,121,114,40,78,7,10,4,10,14,23,26,23,31,24,,,,,,,,,,
Top Esports,44374,LOSS,Wayward,Tian,Knight,JackeyLove,Mark,TOP,JUNGLE,MID,ADC,SUPPORT,17,18,18,17,14,1,3,8,3,2,6,4,5,2,4,6,10,6,9,7,1.2,3.3,2.8,6,2.3,288,325,275,353,14,17,220,12,41,0,,,,,,6.9,7.8,6.6,8.5,0.3,14161,16803,18561,18148,9262,341,405,447,437,223,18.4%,21.8%,24.1%,23.6%,12%,39,140,35,44,105,19,59,4,18,64,10,43,16,21,7,16,19,2,6,22,13,18,2,6,19,0.94,3.37,0.84,1.06,2.53,0.46,1.42,0.1,0.43,1.54,0.39,0.46,0.05,0.14,0.53,0.24,1.04,0.39,0.51,0.17,10.7%,38.6%,9.6%,12.1%,28.9%,16722,32484,47517,34164,6958,14563,29133,2544,23746,597,2159,2332,32412,7756,5231,0,1019,12561,2662,1130,403,782,1145,823,168,12.1%,23.6%,34.5%,24.8%,5%,0.17,0.31,0.34,0.29,0.22,41.2%,76.5%,82.4%,70.6%,52.9%,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,496,145,1633,349,-153,9,23,19,11,3,421,1114,1054,72,350,1,1,1,0,0,0,0,0,1,0,4550,2938,9401,5740,1231,4550,2938,9401,5740,1231,13760,19833,5665,2065,16703,0,0,0,0,11072,48598,34605,11873,12874,9568,0,0,0,0,3437,24,41,32,9,47,66,770,97,133,265,44888,38961,23614,26098,17981,304,186,233,95,134,18,19,5,12,25,44,38,27,33,38,,,,,,,,,,
Top Esports,44377,WIN,Wayward,Tian,Knight,JackeyLove,Mark,TOP,JUNGLE,MID,ADC,SUPPORT,14,13,16,14,11,2,3,5,9,0,5,1,0,1,1,6,7,4,1,10,1.6,10,Perfect KDA,10,10,205,149,239,254,30,19,127,8,23,0,,,,,,8.2,6,9.6,10.2,1.2,9436,9845,10860,16690,6878,380,396,437,672,277,17.6%,18.3%,20.2%,31.1%,12.8%,19,34,26,27,65,11,12,8,9,34,0,9,6,7,8,7,7,3,3,11,6,6,3,3,9,0.76,1.37,1.05,1.09,2.62,0.44,0.48,0.32,0.36,1.37,0.28,0.28,0.12,0.12,0.44,0,0.36,0.24,0.28,0.32,11.1%,19.9%,15.2%,15.8%,38%,10599,8317,17184,14826,3374,10125,7410,1034,14528,1047,474,597,15383,0,2033,0,310,767,298,294,427,335,692,597,136,19.5%,15.3%,31.6%,27.3%,6.2%,0.32,0.4,0.36,0.4,0.4,42.1%,52.6%,47.4%,52.6%,52.6%,,,1,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,427,142,3114,747,4,22,21,30,4,-892,700,102,1112,-19,-1,1,0,1,0,0,0,0,0,0,134,1508,161,12324,767,134,1508,161,12324,767,4924,12127,3664,565,427,0,0,0,0,0,12221,30324,7759,5433,6106,0,939,0,0,0,13,8,4,6,16,155,356,100,59,129,18864,22489,12693,11083,8353,171,27,0,6,0,8,7,5,6,13,36,22,14,23,24,,,,,,,,,,
Top Esports,44378,WIN,Wayward,Tian,Knight,JackeyLove,Mark,TOP,JUNGLE,MID,ADC,SUPPORT,17,15,18,17,13,0,4,1,9,1,2,1,0,0,0,9,7,9,4,13,4.5,11,Perfect KDA,Perfect KDA,Perfect KDA,249,202,336,316,27,12,170,17,21,0,,,,,,7.3,5.9,9.8,9.3,0.8,12281,11907,14561,17101,8940,360,349,427,501,262,19%,18.4%,22.5%,26.4%,13.8%,28,64,41,44,132,17,17,10,15,92,4,24,15,24,23,12,21,5,6,16,11,15,5,6,16,0.82,1.88,1.2,1.29,3.87,0.5,0.5,0.29,0.44,2.7,0.35,0.62,0.15,0.18,0.47,0.12,0.7,0.44,0.7,0.67,9.1%,20.7%,13.3%,14.2%,42.7%,12248,10425,15435,19363,5060,3414,8253,1917,11384,327,8499,1155,12819,6429,4301,335,1017,699,1550,432,359,306,452,568,148,19.6%,16.7%,24.7%,31%,8.1%,0.26,0.32,0.29,0.38,0.41,60%,73.3%,66.7%,86.7%,93.3%,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,651,-76,-643,-823,-935,28,-3,-20,-30,3,1215,42,-314,-568,-161,1,0,0,0,0,0,2,0,0,0,5948,3603,1467,8605,2606,5948,3603,1467,8605,2606,2304,17250,3258,322,11793,0,0,0,0,7362,31848,27311,19833,8860,5320,0,0,0,0,2265,34,12,32,4,13,1521,265,528,156,129,23699,31855,21823,13450,9236,66,33,0,0,0,14,16,7,9,18,40,38,23,29,31,,,,,,,,,,
Royal Never Give Up,44381,WIN,Breathe,Wei,xiaohu,GALA,Ming,TOP,JUNGLE,MID,ADC,SUPPORT,18,16,18,18,15,2,1,8,4,1,4,2,0,2,2,9,12,2,10,15,2.8,6.5,Perfect KDA,7,8,392,171,366,446,7,44,138,36,40,0,,,,,,10,4.3,9.3,11.3,0.2,17301,10993,17618,17973,8657,440,279,448,457,220,23.8%,15.2%,24.3%,24.8%,11.9%,38,66,42,52,97,13,18,10,13,57,6,18,12,19,6,8,17,8,7,14,6,17,8,6,13,0.97,1.68,1.07,1.32,2.47,0.33,0.46,0.25,0.33,1.45,0.2,0.43,0.2,0.18,0.36,0.15,0.46,0.31,0.48,0.15,12.9%,22.4%,14.2%,17.6%,32.9%,26949,6300,22827,25604,12800,15882,5058,576,23084,635,2260,873,22251,0,11551,8807,369,0,2520,614,685,160,580,651,325,28.5%,6.7%,24.2%,27.1%,13.5%,0.28,0.33,0.25,0.36,0.41,68.8%,81.3%,62.5%,87.5%,100%,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-349,96,-146,238,-863,3,1,-4,5,-12,-329,495,199,-168,1339,-1,0,0,0,1,0,0,0,0,0,6813,1229,5893,6771,624,6813,1229,5893,6771,624,20234,8244,5981,2263,8048,1533,0,0,0,7734,44450,28765,17113,13223,4226,0,0,0,0,2653,5,18,1,3,25,140,468,109,108,54,38132,24566,24553,17846,4689,209,64,0,95,89,9,17,9,10,16,29,37,29,30,32,,,,,,,,,,
Royal Never Give Up,44383,WIN,Breathe,Wei,xiaohu,GALA,Ming,TOP,JUNGLE,MID,ADC,SUPPORT,17,15,18,16,15,2,2,5,12,1,1,2,0,1,1,3,10,4,8,19,5,6,Perfect KDA,20,20,263,132,315,315,20,47,108,23,24,0,,,,,,8.3,4.2,9.9,9.9,0.6,12733,10600,14892,18543,10795,401,334,469,584,340,18.8%,15.7%,22%,27.4%,16%,45,49,42,29,105,18,9,7,8,71,7,13,12,10,9,7,8,4,2,10,7,7,4,2,15,1.42,1.54,1.32,0.91,3.31,0.57,0.28,0.22,0.25,2.24,0.22,0.25,0.13,0.06,0.31,0.22,0.41,0.38,0.31,0.28,16.7%,18.1%,15.6%,10.7%,38.9%,5580,5550,13933,42280,8492,4365,4515,1318,25505,802,1119,780,10639,14369,7465,96,255,1976,2406,225,176,175,439,1331,267,7.4%,7.3%,18.4%,55.8%,11.2%,0.16,0.38,0.28,0.63,0.63,22.7%,54.5%,40.9%,90.9%,90.9%,,,,,,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-46,869,-353,1106,1204,-13,-11,-25,4,-16,-345,302,-713,1254,288,-1,1,-1,1,0,0,0,0,0,0,3266,1101,4770,9910,3445,3266,1101,4770,9910,3445,3215,7309,4628,3212,10925,0,0,131,0,7800,14775,35017,10049,12373,4535,0,0,0,0,2462,6,15,17,7,22,215,406,92,158,155,16119,22092,14147,18328,7379,48,87,0,21,6,7,8,7,4,20,25,30,24,27,33,,,,,,,,,,
Royal Never Give Up,44384,LOSS,Breathe,Wei,xiaohu,GALA,Ming,TOP,JUNGLE,MID,ADC,SUPPORT,15,12,14,13,10,5,0,0,0,1,1,3,3,4,4,0,4,2,3,4,5,1.3,0.7,0.8,1.3,240,124,213,246,33,20,109,0,16,0,,,,,,8.8,4.5,7.8,9,1.2,13161,7790,8494,9716,5935,482,285,311,356,217,29.2%,17.3%,18.8%,21.5%,13.2%,22,26,17,20,57,8,9,7,7,36,4,8,4,15,5,2,6,5,2,13,2,6,3,2,11,0.81,0.95,0.62,0.73,2.09,0.29,0.33,0.26,0.26,1.32,0.07,0.22,0.18,0.07,0.48,0.15,0.29,0.15,0.55,0.18,15.5%,18.3%,12%,14.1%,40.1%,18148,12365,17541,8625,4645,13238,259,1375,6209,754,2051,11559,16062,1037,2731,2859,547,104,1379,1160,664,453,642,316,170,29.6%,20.2%,28.6%,14.1%,7.6%,0.18,0.15,0.07,0.11,0.18,83.3%,66.7%,33.3%,50%,83.3%,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616,-516,-197,-1039,89,-6,-22,-19,-4,19,-17,-479,-159,-495,162,0,-1,0,-1,1,0,1,0,0,0,6587,657,0,536,0,6587,657,0,536,0,4699,9380,2009,539,1160,0,0,0,0,0,9919,9826,12065,5359,8260,0,0,0,0,0,9,43,1,7,21,193,461,67,67,101,15555,18200,20514,11177,13239,0,20,85,65,69,2,7,7,5,15,19,16,21,23,26,,,,,,,,,,
JD Gaming,44385,WIN,369,Kanavi,Yagao,Hope,Missing,TOP,JUNGLE,MID,ADC,SUPPORT,17,15,16,15,13,10,5,5,6,2,1,4,4,5,3,11,16,15,7,19,21,5.3,5,2.6,7,256,191,234,315,32,59,151,12,32,0,,,,,,7.5,5.6,6.9,9.3,0.9,15231,12837,13834,15379,8567,447,377,406,452,252,23.1%,19.5%,21%,23.4%,13%,36,60,22,62,96,14,15,3,18,61,5,20,9,22,9,4,13,2,8,17,4,11,2,8,17,1.06,1.76,0.65,1.82,2.82,0.41,0.44,0.09,0.53,1.79,0.12,0.38,0.06,0.23,0.5,0.15,0.59,0.26,0.65,0.26,13%,21.7%,8%,22.5%,34.8%,23911,13943,27131,21001,8120,23053,13002,157,13254,1628,0,0,26593,5171,5746,858,941,381,2576,746,702,409,797,617,238,25.4%,14.8%,28.8%,22.3%,8.6%,0.62,0.62,0.59,0.38,0.62,75%,75%,71.4%,46.4%,75%,1,1,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,634,-648,-3939,216,13,9,-17,-35,-6,1335,818,-763,-1982,-758,1,1,-1,-2,-1,0,0,0,0,0,4617,1590,2439,7946,654,4617,1590,2439,7946,654,18811,8539,9467,1244,1786,0,0,0,0,0,34167,27609,19219,9713,22194,0,0,0,0,0,18,28,37,6,66,249,236,363,141,321,28556,23916,29827,17564,13581,35,116,126,126,56,5,13,5,11,19,19,36,27,33,31,,,,,,,,,,
