Team,Game ID,Win/Lose,Player_1,Player_2,Player_3,Player_4,Player_5,Role_1,Role_2,Role_3,Role_4,Role_5,Level_1,Level_2,Level_3,Level_4,Level_5,Kills_1,Kills_2,Kills_3,Kills_4,Kills_5,Deaths_1,Deaths_2,Deaths_3,Deaths_4,Deaths_5,Assists_1,Assists_2,Assists_3,Assists_4,Assists_5,KDA_1,KDA_2,KDA_3,KDA_4,KDA_5,CS_1,CS_2,CS_3,CS_4,CS_5,CS in Team's Jungle_1,CS in Team's Jungle_2,CS in Team's Jungle_3,CS in Team's Jungle_4,CS in Team's Jungle_5,CS in Enemy Jungle_1,CS in Enemy Jungle_2,CS in Enemy Jungle_3,CS in Enemy Jungle_4,CS in Enemy Jungle_5,CSM_1,CSM_2,CSM_3,CSM_4,CSM_5,Golds_1,Golds_2,Golds_3,Golds_4,Golds_5,GPM_1,GPM_2,GPM_3,GPM_4,GPM_5,GOLD%_1,GOLD%_2,GOLD%_3,GOLD%_4,GOLD%_5,Vision Score_1,Vision Score_2,Vision Score_3,Vision Score_4,Vision Score_5,Wards placed_1,Wards placed_2,Wards placed_3,Wards placed_4,Wards placed_5,Wards destroyed_1,Wards destroyed_2,Wards destroyed_3,Wards destroyed_4,Wards destroyed_5,Control Wards Purchased_1,Control Wards Purchased_2,Control Wards Purchased_3,Control Wards Purchased_4,Control Wards Purchased_5,Detector Wards Placed_1,Detector Wards Placed_2,Detector Wards Placed_3,Detector Wards Placed_4,Detector Wards Placed_5,VSPM_1,VSPM_2,VSPM_3,VSPM_4,VSPM_5,WPM_1,WPM_2,WPM_3,WPM_4,WPM_5,VWPM_1,VWPM_2,VWPM_3,VWPM_4,VWPM_5,WCPM_1,WCPM_2,WCPM_3,WCPM_4,WCPM_5,VS%_1,VS%_2,VS%_3,VS%_4,VS%_5,Total damage to Champion_1,Total damage to Champion_2,Total damage to Champion_3,Total damage to Champion_4,Total damage to Champion_5,Physical Damage_1,Physical Damage_2,Physical Damage_3,Physical Damage_4,Physical Damage_5,Magic Damage_1,Magic Damage_2,Magic Damage_3,Magic Damage_4,Magic Damage_5,True Damage_1,True Damage_2,True Damage_3,True Damage_4,True Damage_5,DPM_1,DPM_2,DPM_3,DPM_4,DPM_5,DMG%_1,DMG%_2,DMG%_3,DMG%_4,DMG%_5,K+A Per Minute_1,K+A Per Minute_2,K+A Per Minute_3,K+A Per Minute_4,K+A Per Minute_5,KP%_1,KP%_2,KP%_3,KP%_4,KP%_5,Solo kills_1,Solo kills_2,Solo kills_3,Solo kills_4,Solo kills_5,Double kills_1,Double kills_2,Double kills_3,Double kills_4,Double kills_5,Triple kills_1,Triple kills_2,Triple kills_3,Triple kills_4,Triple kills_5,Quadra kills_1,Quadra kills_2,Quadra kills_3,Quadra kills_4,Quadra kills_5,Penta kills_1,Penta kills_2,Penta kills_3,Penta kills_4,Penta kills_5,GD@15_1,GD@15_2,GD@15_3,GD@15_4,GD@15_5,CSD@15_1,CSD@15_2,CSD@15_3,CSD@15_4,CSD@15_5,XPD@15_1,XPD@15_2,XPD@15_3,XPD@15_4,XPD@15_5,LVLD@15_1,LVLD@15_2,LVLD@15_3,LVLD@15_4,LVLD@15_5,Objectives Stolen_1,Objectives Stolen_2,Objectives Stolen_3,Objectives Stolen_4,Objectives Stolen_5,Damage dealt to turrets_1,Damage dealt to turrets_2,Damage dealt to turrets_3,Damage dealt to turrets_4,Damage dealt to turrets_5,Damage dealt to buildings_1,Damage dealt to buildings_2,Damage dealt to buildings_3,Damage dealt to buildings_4,Damage dealt to buildings_5,Total heal_1,Total heal_2,Total heal_3,Total heal_4,Total heal_5,Total Heals On Teammates_1,Total Heals On Teammates_2,Total Heals On Teammates_3,Total Heals On Teammates_4,Total Heals On Teammates_5,Damage self mitigated_1,Damage self mitigated_2,Damage self mitigated_3,Damage self mitigated_4,Damage self mitigated_5,Total Damage Shielded On Teammates_1,Total Damage Shielded On Teammates_2,Total Damage Shielded On Teammates_3,Total Damage Shielded On Teammates_4,Total Damage Shielded On Teammates_5,Time ccing others_1,Time ccing others_2,Time ccing others_3,Time ccing others_4,Time ccing others_5,Total Time CC Dealt_1,Total Time CC Dealt_2,Total Time CC Dealt_3,Total Time CC Dealt_4,Total Time CC Dealt_5,Total damage taken_1,Total damage taken_2,Total damage taken_3,Total damage taken_4,Total damage taken_5,Total Time Spent Dead_1,Total Time Spent Dead_2,Total Time Spent Dead_3,Total Time Spent Dead_4,Total Time Spent Dead_5,Consumables purchased_1,Consumables purchased_2,Consumables purchased_3,Consumables purchased_4,Consumables purchased_5,Items Purchased_1,Items Purchased_2,Items Purchased_3,Items Purchased_4,Items Purchased_5,Shutdown bounty collected_1,Shutdown bounty collected_2,Shutdown bounty collected_3,Shutdown bounty collected_4,Shutdown bounty collected_5,Shutdown bounty lost_1,Shutdown bounty lost_2,Shutdown bounty lost_3,Shutdown bounty lost_4,Shutdown bounty lost_5
Fnatic,44362,LOSS,Wunder,Razork,Humanoid,Upset,Hylissang,TOP,JUNGLE,MID,ADC,SUPPORT,14,13,15,14,12,3,2,2,0,0,3,2,5,1,4,2,4,3,3,6,1.7,3,1,3,1.5,211,156,256,285,12,4,121,4,25,0,,,,,,7.3,5.4,8.8,9.8,0.4,9281,9071,10649,10677,5952,319,312,366,367,205,20.3%,19.9%,23.3%,23.4%,13%,28,46,14,36,64,11,7,8,13,29,7,11,3,2,10,2,7,0,3,6,2,5,0,3,5,0.96,1.58,0.48,1.24,2.2,0.38,0.24,0.27,0.45,1,0.07,0.24,0,0.1,0.21,0.24,0.38,0.1,0.07,0.34,14.9%,24.5%,7.4%,19.1%,34%,10228,11368,11557,18001,4776,1127,8460,919,12779,559,9101,1934,10638,4532,3787,0,974,0,690,430,351,391,397,619,164,18.3%,20.3%,20.7%,32.2%,8.5%,0.17,0.21,0.17,0.1,0.21,71.4%,85.7%,71.4%,42.9%,85.7%,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,106,1040,-1176,-630,-22,12,38,0,2,-758,388,1533,726,-1215,0,1,1,1,-1,0,0,0,0,0,0,156,2005,484,268,0,156,2005,484,268,10903,6473,3413,829,8299,0,0,0,0,5717,33551,38496,15557,8105,5898,0,0,0,0,2137,40,33,1,2,19,1528,1417,77,95,215,29438,23877,25508,15336,12702,118,77,129,36,96,3,8,1,6,9,16,23,19,25,22,,,,,,,,,,
Fnatic,44364,LOSS,Wunder,Razork,Humanoid,Upset,Hylissang,TOP,JUNGLE,MID,ADC,SUPPORT,15,13,16,14,11,1,1,0,0,0,3,4,2,1,8,0,1,0,1,2,0.3,0.5,0,1,0.3,231,141,292,295,32,19,108,11,17,0,,,,,,7.8,4.8,9.8,9.9,1.1,9431,7809,11619,10913,5766,318,263,391,368,194,20.7%,17.1%,25.5%,24%,12.7%,29,31,14,35,73,14,7,11,13,47,3,8,2,9,7,4,8,1,3,11,4,6,1,3,9,0.98,1.04,0.47,1.18,2.46,0.47,0.24,0.37,0.44,1.58,0.13,0.27,0.03,0.1,0.37,0.1,0.27,0.07,0.3,0.24,15.9%,17%,7.7%,19.2%,40.1%,10152,9444,16968,8626,3865,569,6969,267,8163,735,9540,1431,15922,396,2615,43,1044,779,67,515,342,318,572,291,130,20.7%,19.3%,34.6%,17.6%,7.9%,0.03,0.07,0,0.03,0.07,50%,100%,0%,50%,100%,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,-1577,-71,-716,-890,6,-19,17,16,-3,561,-987,580,93,-730,0,-1,0,0,-1,0,0,0,0,0,0,0,1232,3472,0,0,0,1232,3472,0,7610,6716,42,1738,404,0,0,0,0,0,14101,30266,9191,8543,16952,0,0,0,0,0,26,28,10,11,34,428,1243,213,159,209,18097,23901,8191,5771,14918,87,96,60,43,151,6,9,2,8,13,23,24,18,24,26,,,,,,,,,,
G2 Esports,44367,LOSS,Brokenblade,Jankos,Caps,Flakked,Targamas,TOP,JUNGLE,MID,ADC,SUPPORT,16,13,16,13,11,2,0,0,0,0,1,2,2,4,6,0,1,1,0,0,2,0.5,0.5,0,0,242,163,292,262,29,10,127,4,16,0,,,,,,7.4,5,9,8.1,0.9,10717,8527,11875,10646,5938,330,262,365,328,183,22.5%,17.9%,24.9%,22.3%,12.4%,11,44,30,22,66,11,17,13,15,42,0,12,4,4,5,3,8,4,6,12,1,6,3,6,10,0.34,1.35,0.92,0.68,2.03,0.34,0.52,0.4,0.46,1.29,0.09,0.25,0.12,0.18,0.37,0,0.37,0.12,0.12,0.15,6.4%,25.4%,17.3%,12.7%,38.2%,13755,5748,12933,7373,3852,4442,4560,1328,7319,664,9313,890,11058,0,2682,0,298,547,54,506,423,177,398,227,119,31.5%,13.2%,29.6%,16.9%,8.8%,0.06,0.03,0.03,0,0,100%,50%,50%,0%,0%,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-362,-1507,-274,-2028,-441,5,-2,-2,-18,18,-494,56,211,-1131,-1047,-1,0,0,-1,-1,0,0,0,0,0,1516,0,822,698,0,1516,0,822,698,0,4590,9311,2285,1425,554,0,0,0,575,144,37597,22057,10465,9530,14632,0,1445,0,0,2493,34,10,10,5,14,731,551,238,85,52,23258,24438,18193,10140,13980,30,34,49,74,97,4,8,7,9,16,24,26,25,27,28,,,,,,,,,,
G2 Esports,44369,LOSS,Brokenblade,Jankos,Caps,Flakked,Targamas,TOP,JUNGLE,MID,ADC,SUPPORT,12,11,13,11,9,1,0,1,0,0,6,4,3,2,3,1,2,0,1,1,0.3,0.5,0.3,0.5,0.3,165,128,189,197,24,0,110,8,5,4,,,,,,6.5,5,7.4,7.8,0.9,8238,6991,8105,7495,5814,325,275,319,295,229,22.5%,19.1%,22.1%,20.5%,15.9%,16,15,12,25,31,8,7,8,10,23,3,4,5,3,8,1,5,4,2,3,1,5,2,2,2,0.63,0.59,0.47,0.98,1.22,0.32,0.28,0.32,0.39,0.91,0.04,0.2,0.16,0.08,0.12,0.12,0.16,0.2,0.12,0.32,16.2%,15.2%,12.1%,25.3%,31.3%,12558,3447,7687,6926,4194,8395,2315,1020,1018,4194,1935,758,6667,5908,0,2228,374,0,0,0,495,136,303,273,165,36.1%,9.9%,22.1%,19.9%,12%,0.08,0.08,0.04,0.04,0.04,100%,100%,50%,50%,50%,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,-477,-416,-1278,-588,11,-11,-8,-25,10,-676,-447,-522,-529,-199,-1,0,-1,-1,0,0,0,0,0,0,3267,301,0,0,0,3267,301,0,0,0,6811,3976,1872,3873,8116,759,0,0,3178,3678,22858,16656,15398,5382,5139,0,0,0,1366,1045,6,8,15,2,10,60,223,189,157,111,26725,20890,22059,8225,9451,166,101,110,68,81,5,5,5,4,5,18,20,17,20,18,,,,,,,,,,
G2 Esports,44370,LOSS,Brokenblade,Jankos,Caps,Flakked,Targamas,TOP,JUNGLE,MID,ADC,SUPPORT,14,13,14,14,11,1,2,4,3,0,5,3,4,2,3,1,5,1,2,8,0.4,2.3,1.3,2.5,2.7,203,192,201,283,27,15,126,4,8,0,,,,,,7.2,6.8,7.1,10,1,8304,9907,9589,12173,6128,294,351,340,432,217,18%,21.5%,20.8%,26.4%,13.3%,17,89,15,25,64,9,36,8,11,40,3,31,1,7,4,2,5,4,2,7,1,5,4,2,6,0.6,3.16,0.53,0.89,2.27,0.32,1.28,0.28,0.39,1.42,0.07,0.18,0.14,0.07,0.25,0.11,1.1,0.04,0.25,0.14,8.1%,42.4%,7.1%,11.9%,30.5%,12519,13298,19381,8143,3289,1870,11301,1465,6244,424,9826,343,17445,789,2323,823,1654,471,1110,542,444,472,687,289,117,22.1%,23.5%,34.2%,14.4%,5.8%,0.07,0.25,0.18,0.18,0.28,20%,70%,50%,50%,80%,,,1,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1215,133,-314,1626,398,-29,-11,0,3,1,-1275,207,177,36,788,-1,1,0,0,1,0,0,0,0,0,0,1280,470,3345,0,0,1280,470,3345,0,7875,5686,821,173,736,0,0,0,0,207,26969,14414,12750,6066,11932,0,0,0,0,0,48,18,2,1,20,500,359,74,16,98,30477,17339,21831,12465,11599,168,75,169,83,98,3,5,5,5,11,16,26,21,24,25,,,,,,,,,,
Rogue,44373,WIN,Odoamne,Malrang,Larssen,Comp,Trymbi,TOP,JUNGLE,MID,ADC,SUPPORT,17,15,17,15,13,4,1,6,8,0,4,3,1,0,1,7,15,7,4,13,2.8,5.3,13,Perfect KDA,13,256,150,272,313,23,12,135,12,28,4,,,,,,8.3,4.9,8.9,10.2,0.7,12738,9991,15392,16412,7701,415,325,501,535,251,20.5%,16.1%,24.7%,26.4%,12.4%,29,39,25,44,71,14,15,13,11,39,8,14,7,24,11,4,10,2,0,8,4,9,2,0,8,0.94,1.27,0.81,1.43,2.31,0.46,0.49,0.42,0.36,1.27,0.13,0.33,0.07,0,0.26,0.26,0.46,0.23,0.78,0.36,13.9%,18.8%,12%,21.2%,34.1%,22670,9337,27036,26457,6901,18336,6744,587,17807,978,4024,1785,25188,6889,5923,310,808,1261,1761,0,738,304,881,862,225,24.5%,10.1%,29.3%,28.6%,7.5%,0.36,0.52,0.42,0.39,0.42,57.9%,84.2%,68.4%,63.2%,68.4%,,,,,,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59,-937,1568,215,-423,0,-23,38,4,-18,275,-913,1337,-405,-117,1,-1,2,0,0,0,0,0,0,0,5388,950,8148,5931,1862,5388,950,8148,5931,1862,6186,5808,1341,1707,8416,0,0,0,0,5861,23107,26163,8642,7609,4758,0,0,0,0,1817,34,20,11,2,26,472,1022,252,76,174,20058,18247,12166,12148,8738,118,84,27,0,38,8,11,4,1,10,29,31,17,20,25,,,,,,,,,,
Rogue,44375,LOSS,Odoamne,Malrang,Larssen,Comp,Trymbi,TOP,JUNGLE,MID,ADC,SUPPORT,15,13,17,13,11,2,0,0,2,0,6,5,2,3,4,1,3,2,1,3,0.5,0.6,1,1,0.8,234,124,325,264,15,9,104,20,20,0,,,,,,7.7,4.1,10.7,8.7,0.5,10491,7396,12184,11765,5736,347,244,403,389,190,22.1%,15.5%,25.6%,24.7%,12.1%,20,41,18,29,51,12,11,14,13,24,2,10,2,6,9,4,11,3,6,4,2,9,3,6,3,0.66,1.36,0.6,0.96,1.69,0.4,0.36,0.46,0.43,0.79,0.13,0.36,0.1,0.2,0.13,0.07,0.33,0.07,0.2,0.3,12.6%,25.8%,11.3%,18.2%,32.1%,11646,4622,9849,11525,6133,535,3188,359,9632,325,11047,526,9225,1109,5700,64,908,265,784,108,385,153,326,381,203,26.6%,10.6%,22.5%,26.3%,14%,0.1,0.1,0.07,0.1,0.1,75%,75%,50%,75%,75%,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-594,-1247,-877,-700,-1443,-16,-22,10,-24,-2,-549,-731,-162,-835,-1264,-1,-1,0,-1,-1,0,0,0,0,0,1545,220,1990,469,0,1545,220,1990,469,0,653,4184,570,1833,804,0,0,0,0,0,15955,17903,6872,12813,15127,0,0,0,0,781,9,7,7,3,8,297,428,250,270,124,16229,19281,12850,17802,16714,239,102,52,115,116,5,11,5,7,6,18,26,21,22,22,,,,,,,,,,
Rogue,44377,LOSS,Odoamne,Malrang,Larssen,Comp,Trymbi,TOP,JUNGLE,MID,ADC,SUPPORT,13,12,15,12,9,1,2,3,1,1,4,5,2,3,5,2,5,2,1,2,0.8,1.4,2.5,0.7,0.6,189,116,216,210,21,9,104,6,13,0,,,,,,7.6,4.7,8.7,8.5,0.8,8046,7635,10115,8146,5464,324,307,407,328,220,20.4%,19.4%,25.7%,20.7%,13.9%,26,32,16,31,40,10,8,8,13,22,3,9,2,8,5,3,11,3,6,3,3,6,3,6,3,1.05,1.29,0.64,1.25,1.61,0.4,0.32,0.32,0.52,0.89,0.12,0.44,0.12,0.24,0.12,0.12,0.36,0.08,0.32,0.2,17.9%,22.1%,11%,21.4%,27.6%,8010,8939,14626,7024,8119,6971,7787,137,6358,729,1039,169,13461,463,6624,0,983,1028,203,766,322,360,589,283,327,17.1%,19.1%,31.3%,15%,17.4%,0.12,0.28,0.2,0.08,0.12,37.5%,87.5%,62.5%,25%,37.5%,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,-427,-142,-3114,-747,-4,-22,-21,-30,-4,892,-700,-102,-1112,19,1,-1,0,-1,0,0,0,0,0,0,171,0,1079,0,0,171,0,1079,0,0,2704,4094,3727,2461,0,0,0,0,261,0,9047,16842,13367,5445,3947,0,0,0,0,877,9,14,18,1,19,282,253,360,30,160,14411,16502,18106,11300,8760,153,125,41,90,79,5,13,4,8,5,19,29,19,23,18,,,,,,,,,,
Rogue,44386,LOSS,Odoamne,Malrang,Larssen,Comp,Trymbi,TOP,JUNGLE,MID,ADC,SUPPORT,13,11,14,13,9,2,1,2,0,0,5,4,2,2,3,1,2,1,1,2,0.6,0.8,1.5,0.5,0.7,184,115,215,239,15,16,105,12,13,0,,,,,,7.4,4.6,8.7,9.7,0.6,8771,6905,9857,9161,4869,354,279,398,370,197,22.2%,17.5%,24.9%,23.2%,12.3%,12,35,17,25,31,9,11,7,13,21,1,8,2,7,2,2,7,2,4,4,1,5,2,4,2,0.48,1.41,0.69,1.01,1.25,0.36,0.44,0.28,0.52,0.85,0.08,0.28,0.08,0.16,0.16,0.04,0.32,0.08,0.28,0.08,10%,29.2%,14.2%,20.8%,25.8%,12711,3305,11356,10744,4894,10962,2410,1256,6837,315,1749,739,9411,3533,4385,0,156,689,374,194,513,133,459,434,198,29.6%,7.7%,26.4%,25%,11.4%,0.12,0.12,0.12,0.04,0.08,60%,60%,60%,20%,40%,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591,-944,-685,-1239,-868,15,-21,2,-20,5,185,-1087,232,-234,-242,0,-1,1,-1,-1,0,0,0,0,0,2754,0,955,137,0,2754,0,955,137,0,2364,5435,238,11,891,0,0,0,0,753,13785,15367,6731,5137,4285,0,115,0,0,1743,20,7,14,0,12,310,474,38,34,140,20076,18347,13389,9624,7304,146,96,45,27,52,3,8,5,6,6,15,22,18,17,20,,,,,,,,,,
Rogue,44388,LOSS,Odoamne,Malrang,Larssen,Comp,Trymbi,TOP,JUNGLE,MID,ADC,SUPPORT,15,13,15,13,11,1,0,2,2,1,4,3,2,0,4,1,4,1,1,1,0.5,1.3,1.5,Perfect KDA,0.5,227,141,275,257,18,5,124,16,9,0,,,,,,7.7,4.8,9.4,8.8,0.6,9823,8050,11322,11311,6369,335,275,386,386,217,21%,17.2%,24.2%,24.1%,13.6%,21,43,25,28,60,12,9,13,14,35,1,11,7,11,14,4,12,3,4,5,3,8,3,4,5,0.72,1.47,0.85,0.96,2.05,0.41,0.31,0.44,0.48,1.19,0.14,0.41,0.1,0.14,0.17,0.03,0.38,0.24,0.38,0.48,11.9%,24.3%,14.1%,15.8%,33.9%,13322,5454,17403,11207,5287,12601,4634,483,7675,519,721,306,16150,3021,4292,0,514,770,511,476,454,186,594,382,180,25.3%,10.4%,33%,21.3%,10%,0.07,0.14,0.1,0.1,0.07,33.3%,66.7%,50%,50%,33.3%,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,-1738,342,-189,-172,9,-42,16,-11,2,-48,-1479,511,-42,-416,0,-1,1,0,-1,0,1,0,0,0,1961,955,951,3667,123,1961,955,951,3667,123,7693,4386,86,280,6732,0,0,0,0,4177,28805,17762,8107,6920,4999,0,0,0,0,1472,27,15,12,0,21,45,153,246,21,142,31201,16480,14863,12024,12521,115,78,88,0,75,5,14,5,7,8,25,31,20,20,26,,,,,,,,,,
